"Time (UTCG)","Lat (deg)","Lon (deg)","Alt (km)"
Mar 17 2015 00:50:00.000000000,-32.5,-55.0,120.0
Mar 17 2015 00:50:00.000000000,-32.5,-50.0,120.0
Mar 17 2015 00:50:00.000000000,-32.5,-45.0,120.0
Mar 17 2015 00:50:00.000000000,-32.5,-40.0,120.0
Mar 17 2015 00:50:00.000000000,-32.5,-35.0,120.0
Mar 17 2015 00:50:00.000000000,-32.5,-30.0,120.0
Mar 17 2015 00:50:00.000000000,-32.5,-25.0,120.0
Mar 17 2015 00:50:00.000000000,-32.5,-20.0,120.0
Mar 17 2015 00:50:00.000000000,-32.5,-15.0,120.0
Mar 17 2015 00:50:00.000000000,-32.5,-10.0,120.0
Mar 17 2015 00:50:00.000000000,-32.5,-5.0,120.0
Mar 17 2015 00:50:00.000000000,-32.5,0.0,120.0
Mar 17 2015 00:50:00.000000000,-32.5,5.0,120.0
Mar 17 2015 00:50:00.000000000,-32.5,10.0,120.0
Mar 17 2015 00:50:00.000000000,-32.5,15.0,120.0
Mar 17 2015 00:50:00.000000000,-32.5,20.0,120.0
Mar 17 2015 00:50:00.000000000,-32.5,25.0,120.0
Mar 17 2015 00:50:00.000000000,-32.5,30.0,120.0
Mar 17 2015 00:50:00.000000000,-32.5,35.0,120.0
Mar 17 2015 00:50:00.000000000,-32.5,40.0,120.0
Mar 17 2015 00:50:00.000000000,-32.5,45.0,120.0
Mar 17 2015 00:50:00.000000000,-32.5,50.0,120.0
Mar 17 2015 00:50:00.000000000,-32.5,55.0,120.0
Mar 17 2015 00:50:00.000000000,-32.5,60.0,120.0
Mar 17 2015 00:50:00.000000000,-32.5,65.0,120.0
Mar 17 2015 00:50:00.000000000,-32.5,70.0,120.0
Mar 17 2015 00:50:00.000000000,-32.5,75.0,120.0
Mar 17 2015 00:50:00.000000000,-32.5,80.0,120.0
Mar 17 2015 00:50:00.000000000,-32.5,85.0,120.0
Mar 17 2015 00:50:00.000000000,-32.5,90.0,120.0
Mar 17 2015 00:50:00.000000000,-32.5,95.0,120.0
Mar 17 2015 00:50:00.000000000,-32.5,100.0,120.0
Mar 17 2015 00:50:00.000000000,-32.5,105.0,120.0
Mar 17 2015 00:50:00.000000000,-32.5,110.0,120.0
Mar 17 2015 00:50:00.000000000,-32.5,115.0,120.0
Mar 17 2015 00:50:00.000000000,-32.5,120.0,120.0
Mar 17 2015 00:50:00.000000000,-32.5,125.0,120.0
Mar 17 2015 00:50:00.000000000,-32.5,130.0,120.0
Mar 17 2015 00:50:00.000000000,-32.5,135.0,120.0
Mar 17 2015 00:50:00.000000000,-32.5,140.0,120.0
Mar 17 2015 00:50:00.000000000,-32.5,145.0,120.0
Mar 17 2015 00:50:00.000000000,-32.5,150.0,120.0
Mar 17 2015 00:50:00.000000000,-32.5,155.0,120.0
Mar 17 2015 00:50:00.000000000,-32.5,160.0,120.0
Mar 17 2015 00:50:00.000000000,-32.5,165.0,120.0
Mar 17 2015 00:50:00.000000000,-32.5,170.0,120.0
Mar 17 2015 00:50:00.000000000,-32.5,175.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,-180.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,-175.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,-170.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,-165.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,-160.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,-155.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,-150.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,-145.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,-140.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,-135.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,-130.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,-125.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,-120.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,-115.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,-110.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,-105.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,-100.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,-95.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,-90.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,-85.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,-80.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,-75.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,-70.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,-65.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,-60.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,-55.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,-50.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,-45.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,-40.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,-35.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,-30.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,-25.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,-20.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,-15.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,-10.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,-5.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,0.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,5.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,10.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,15.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,20.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,25.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,30.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,35.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,40.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,45.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,50.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,55.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,60.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,65.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,70.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,75.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,80.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,85.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,90.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,95.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,100.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,105.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,110.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,115.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,120.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,125.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,130.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,135.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,140.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,145.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,150.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,155.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,160.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,165.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,170.0,120.0
Mar 17 2015 00:50:00.000000000,-37.5,175.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,-180.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,-175.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,-170.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,-165.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,-160.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,-155.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,-150.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,-145.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,-140.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,-135.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,-130.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,-125.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,-120.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,-115.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,-110.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,-105.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,-100.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,-95.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,-90.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,-85.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,-80.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,-75.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,-70.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,-65.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,-60.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,-55.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,-50.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,-45.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,-40.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,-35.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,-30.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,-25.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,-20.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,-15.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,-10.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,-5.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,0.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,5.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,10.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,15.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,20.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,25.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,30.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,35.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,40.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,45.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,50.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,55.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,60.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,65.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,70.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,75.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,80.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,85.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,90.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,95.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,100.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,105.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,110.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,115.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,120.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,125.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,130.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,135.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,140.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,145.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,150.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,155.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,160.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,165.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,170.0,120.0
Mar 17 2015 00:50:00.000000000,-42.5,175.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,-180.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,-175.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,-170.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,-165.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,-160.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,-155.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,-150.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,-145.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,-140.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,-135.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,-130.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,-125.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,-120.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,-115.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,-110.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,-105.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,-100.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,-95.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,-90.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,-85.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,-80.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,-75.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,-70.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,-65.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,-60.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,-55.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,-50.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,-45.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,-40.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,-35.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,-30.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,-25.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,-20.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,-15.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,-10.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,-5.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,0.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,5.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,10.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,15.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,20.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,25.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,30.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,35.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,40.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,45.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,50.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,55.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,60.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,65.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,70.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,75.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,80.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,85.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,90.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,95.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,100.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,105.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,110.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,115.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,120.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,125.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,130.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,135.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,140.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,145.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,150.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,155.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,160.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,165.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,170.0,120.0
Mar 17 2015 00:50:00.000000000,-47.5,175.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,-180.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,-175.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,-170.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,-165.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,-160.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,-155.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,-150.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,-145.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,-140.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,-135.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,-130.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,-125.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,-120.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,-115.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,-110.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,-105.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,-100.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,-95.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,-90.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,-85.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,-80.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,-75.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,-70.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,-65.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,-60.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,-55.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,-50.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,-45.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,-40.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,-35.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,-30.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,-25.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,-20.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,-15.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,-10.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,-5.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,0.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,5.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,10.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,15.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,20.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,25.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,30.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,35.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,40.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,45.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,50.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,55.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,60.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,65.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,70.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,75.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,80.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,85.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,90.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,95.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,100.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,105.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,110.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,115.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,120.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,125.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,130.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,135.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,140.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,145.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,150.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,155.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,160.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,165.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,170.0,120.0
Mar 17 2015 00:50:00.000000000,-52.5,175.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,-180.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,-175.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,-170.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,-165.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,-160.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,-155.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,-150.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,-145.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,-140.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,-135.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,-130.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,-125.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,-120.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,-115.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,-110.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,-105.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,-100.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,-95.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,-90.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,-85.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,-80.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,-75.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,-70.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,-65.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,-60.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,-55.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,-50.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,-45.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,-40.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,-35.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,-30.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,-25.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,-20.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,-15.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,-10.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,-5.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,0.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,5.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,10.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,15.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,20.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,25.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,30.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,35.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,40.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,45.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,50.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,55.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,60.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,65.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,70.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,75.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,80.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,85.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,90.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,95.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,100.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,105.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,110.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,115.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,120.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,125.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,130.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,135.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,140.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,145.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,150.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,155.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,160.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,165.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,170.0,120.0
Mar 17 2015 00:50:00.000000000,-57.5,175.0,120.0
Mar 17 2015 00:50:00.000000000,-62.5,-180.0,120.0
Mar 17 2015 00:50:00.000000000,-62.5,-175.0,120.0
Mar 17 2015 00:50:00.000000000,-62.5,-170.0,120.0
Mar 17 2015 00:50:00.000000000,-62.5,-165.0,120.0
Mar 17 2015 00:50:00.000000000,-62.5,-160.0,120.0
Mar 17 2015 00:50:00.000000000,-62.5,-155.0,120.0
Mar 17 2015 00:50:00.000000000,-62.5,-150.0,120.0
Mar 17 2015 00:50:00.000000000,-62.5,-145.0,120.0
Mar 17 2015 00:50:00.000000000,-62.5,-140.0,120.0
Mar 17 2015 00:50:00.000000000,-62.5,-135.0,120.0
Mar 17 2015 00:50:00.000000000,-62.5,-130.0,120.0
Mar 17 2015 00:50:00.000000000,-62.5,-125.0,120.0
Mar 17 2015 00:50:00.000000000,-62.5,-120.0,120.0
Mar 17 2015 00:50:00.000000000,-62.5,-115.0,120.0
Mar 17 2015 00:50:00.000000000,-62.5,-110.0,120.0
Mar 17 2015 00:50:00.000000000,-62.5,-105.0,120.0
Mar 17 2015 00:50:00.000000000,-62.5,-100.0,120.0
Mar 17 2015 00:50:00.000000000,-62.5,-95.0,120.0
Mar 17 2015 00:50:00.000000000,-62.5,-90.0,120.0
Mar 17 2015 00:50:00.000000000,-62.5,-85.0,120.0
Mar 17 2015 00:50:00.000000000,-62.5,-80.0,120.0
Mar 17 2015 00:50:00.000000000,-62.5,-75.0,120.0
